State,District,Location,Pincode,Country
Karnataka,Raichur,Virupapur,584128,India
Karnataka,Raichur,Waddepalli,584135,India
Karnataka,Raichur,Watgal,584120,India
Karnataka,Raichur,Yadlapur,584170,India
Karnataka,Raichur,Yapaladinni,584102,India
Karnataka,Raichur,Yapalparvi,584143,India
Karnataka,Raichur,Yeachnal,584122,India
Karnataka,Raichur,Yeddaldoddi,584128,India
Karnataka,Raichur,Yeganur,584134,India
Karnataka,Raichur,Yelagatta,584139,India
Karnataka,Raichur,Yeramarus,584134,India
Karnataka,Raichur,Yeramarus Camp,584135,India
Karnataka,Raichur,Yerdona,584115,India
Karnataka,Raichur,Yergera,584133,India
Karnataka,Shimoga,Abbalagere,577225,India
Karnataka,Shimoga,Achapura,577412,India
Karnataka,Shimoga,Agaradahalli,577227,India
Karnataka,Shimoga,Agasanahalli,577413,India
Karnataka,Shimoga,Agraharamuchadi,577450,India
Karnataka,Shimoga,Agumbe,577411,India
Karnataka,Shimoga,Amatekoppa,577427,India
Karnataka,Shimoga,Ambaragodlu,577417,India
Karnataka,Shimoga,Ambaragoppa,577427,India
Karnataka,Shimoga,Ambligola,577214,India
Karnataka,Shimoga,Anandapuram,577412,India
Karnataka,Shimoga,Anavatti,577413,India
Karnataka,Shimoga,Anaveri,577243,India
Karnataka,Shimoga,Anjanapura,577214,India
Karnataka,Shimoga,Antharagange,577245,India
Karnataka,Shimoga,Apmc Yard-sagar,577401,India
Karnataka,Shimoga,Arabilichi,577233,India
Karnataka,Shimoga,Arakere,577233,India
Karnataka,Shimoga,Aralagodu,577421,India
Karnataka,Shimoga,Aralapura,577414,India
Karnataka,Shimoga,Aralasurali,577414,India
Karnataka,Shimoga,Aralihalli,577233,India
Karnataka,Shimoga,Arasalu,577426,India
Karnataka,Shimoga,Arasinagere,577214,India
Karnataka,Shimoga,Arga,577414,India
Karnataka,Shimoga,Arhatolalu,577243,India
Karnataka,Shimoga,Avinahalli,577401,India
Karnataka,Shimoga,Ayanur,577211,India
Karnataka,Shimoga,B.Beeranahalli,577227,India
Karnataka,Shimoga,B.Dodderi,577434,India
Karnataka,Shimoga,Baganakatte,577427,India
Karnataka,Shimoga,Balekoppa,577423,India
Karnataka,Shimoga,Banashankari Extension,577201,India
Karnataka,Shimoga,Bandigudda,577301,India
Karnataka,Shimoga,Barandur,577245,India
Karnataka,Shimoga,Barur,577431,India
Karnataka,Shimoga,Basavani,577432,India
Karnataka,Shimoga,Begur(shikaripur),577427,India
Karnataka,Shimoga,Beguvalli,577226,India
Karnataka,Shimoga,Bejjavalli,577232,India
Karnataka,Shimoga,Belagavi,577450,India
Karnataka,Shimoga,Bellur(hosanagar),577426,India
Karnataka,Shimoga,Belur(sagar),577401,India
Karnataka,Shimoga,Bennur,577429,India
Karnataka,Shimoga,Bhadra Colony,577301,India
Karnataka,Shimoga,Bhadra Reservoir project,577115,India
Karnataka,Shimoga,Bhadrapura,577427,India
Karnataka,Shimoga,Bhadravathi Hudco colony,577301,India
Karnataka,Shimoga,Bhadravathi Hutha colony,577301,India
Karnataka,Shimoga,Bhadravathi Jannapura,577301,India
Karnataka,Shimoga,Bhadravathi New model colony,577301,India
Karnataka,Shimoga,Bhadravathi Old town,577301,India
Karnataka,Shimoga,Bhadravathi Paper town,577302,India
Karnataka,Shimoga,Bhadravathi Railway stn,577301,India
Karnataka,Shimoga,Bhadravati,577301,India
Karnataka,Shimoga,Bhanukuli,577421,India
Karnataka,Shimoga,Bharangi,577413,India
Karnataka,Shimoga,Bharathipura,577432,India
Karnataka,Shimoga,Bheemanakere,577418,India
Karnataka,Shimoga,Bheemanakone,577417,India
Karnataka,Shimoga,Bidare,577222,India
Karnataka,Shimoga,Bidarehalli,577436,India
Karnataka,Shimoga,Bilavani,577428,India
Karnataka,Shimoga,Biliki,577450,India
Karnataka,Shimoga,Brahmanakappige,577401,India
Karnataka,Shimoga,Brahmanamanchale,577431,India
Karnataka,Shimoga,Bullapura,577216,India
Karnataka,Shimoga,Byacodu,577401,India
Karnataka,Shimoga,Byranakoppa,577416,India
Karnataka,Shimoga,Chadaravalli,577401,India
Karnataka,Shimoga,Chakkodabylu,577432,India
Karnataka,Shimoga,Chandragutti,577429,India
Karnataka,Shimoga,Chikjambur,577428,India
Karnataka,Shimoga,Chikjogihalli,577214,India
Karnataka,Shimoga,Chordi,577423,India
Karnataka,Shimoga,Churchugundi,577214,India
Karnataka,Shimoga,Dasarakallahalli,577227,India
Karnataka,Shimoga,Demlapura,577422,India
Karnataka,Shimoga,Devangi,577415,India
Karnataka,Shimoga,Devarahalli,577301,India
Karnataka,Shimoga,Doddagoppenahalli,577302,India
Karnataka,Shimoga,Donabaghatta,577229,India
Karnataka,Shimoga,Dooravasapura,577432,India
Karnataka,Shimoga,Dyavanahalli,577419,India
Karnataka,Shimoga,Gajanur,577202,India
Karnataka,Shimoga,Gama,577214,India
Karnataka,Shimoga,Gandinagar-sagar,577401,India
Karnataka,Shimoga,Gangur,577301,India
Karnataka,Shimoga,Garden Area shimoga,577201,India
Karnataka,Shimoga,Genasinakuni,577417,India
Karnataka,Shimoga,Gendla,577419,India
Karnataka,Shimoga,Gilalagundi,577412,India
Karnataka,Shimoga,Gondichatnahalli,577216,India
Karnataka,Shimoga,Gonibeedu,577115,India
Karnataka,Shimoga,Gouthmapura,577412,India
Karnataka,Shimoga,Gudavi,577429,India
Karnataka,Shimoga,Guddekere,577411,India
Karnataka,Shimoga,Guddekoppa,577414,India
Karnataka,Shimoga,Gulladahalli,577427,India
Karnataka,Shimoga,Guthi Yedehalli,577226,India
Karnataka,Shimoga,Hadigallu,577422,India
Karnataka,Shimoga,Hadonahalli,577216,India
Karnataka,Shimoga,Haihole,577202,India
Karnataka,Shimoga,Halaga,577220,India
Karnataka,Shimoga,Halagalale,577429,India
Karnataka,Shimoga,Halesorab,577429,India
Karnataka,Shimoga,Halugadde,577426,India
Karnataka,Shimoga,Hamsagaru,577430,India
Karnataka,Shimoga,Hanagere,577226,India
Karnataka,Shimoga,Haniya,577418,India
Karnataka,Shimoga,Hansawadi,577216,India
Karnataka,Shimoga,Haramaghatta,577216,India
Karnataka,Shimoga,Harathalu,577412,India
Karnataka,Shimoga,Haridravathi,577412,India
Karnataka,Shimoga,Harige,577433,India
Karnataka,Shimoga,Harishi,577429,India
Karnataka,Shimoga,Harnahalli,577416,India
Karnataka,Shimoga,Harogoppa,577214,India
Karnataka,Shimoga,Harogulige,577415,India
Karnataka,Shimoga,Harohithlu,577426,India
Karnataka,Shimoga,Hebbarige,577417,India
Karnataka,Shimoga,Hebbige,577452,India
Karnataka,Shimoga,Heche,577429,India
Karnataka,Shimoga,Heddaripura,577436,India
Karnataka,Shimoga,Heddur,577415,India
Karnataka,Shimoga,Heggodu,577432,India
Karnataka,Shimoga,Hirejambur,577428,India
Karnataka,Shimoga,Hirekasavi,577447,India
Karnataka,Shimoga,Hiremane,577430,India
Karnataka,Shimoga,Hirenallur,577401,India
Karnataka,Shimoga,Hiriyur,577302,India
Karnataka,Shimoga,Hithla,577214,India
Karnataka,Shimoga,Holalur,577216,India
Karnataka,Shimoga,Holebenavalli,577222,India
Karnataka,Shimoga,Holehonner,577227,India
Karnataka,Shimoga,Honnesara,577417,India
Karnataka,Shimoga,Hosa Agrahara,577415,India
Karnataka,Shimoga,Hosabale,577434,India
Karnataka,Shimoga,Hosagadde,577411,India
Karnataka,Shimoga,Hosagodnakoppa,577427,India
Karnataka,Shimoga,Hosahalli,577202,India
Karnataka,Shimoga,Hosanagar,577418,India
Karnataka,Shimoga,Hosudi,577222,India
Karnataka,Shimoga,Hosur(shikaaripur),577427,India
Karnataka,Shimoga,Hosur-anandapuram,577412,India
Karnataka,Shimoga,Hulidevarabana,577417,India
Karnataka,Shimoga,Hulikal,577448,India
Karnataka,Shimoga,Humcha,577436,India
Karnataka,Shimoga,Humchadakatte,577436,India
Karnataka,Shimoga,Hunasakatte Junction,577115,India
Karnataka,Shimoga,Huruli,577424,India
Karnataka,Shimoga,Iduvani,577421,India
Karnataka,Shimoga,Issur,577214,India
Karnataka,Shimoga,J.P.s.colony,577302,India
Karnataka,Shimoga,Jade,577419,India
Karnataka,Shimoga,Jayanagar Nd,577201,India
Karnataka,Shimoga,Jog Falls,577435,India
Karnataka,Shimoga,Jog Falls view,577435,India
Karnataka,Shimoga,K.B.circle,577452,India
Karnataka,Shimoga,Kvv Shankaraghattta,577451,India
Karnataka,Shimoga,Kachinakatte,577222,India
Karnataka,Shimoga,Kadasur,577436,India
Karnataka,Shimoga,Kadathur,577432,India
Karnataka,Shimoga,Kadekal,577203,India
Karnataka,Shimoga,Kadenandihalli,577428,India
Karnataka,Shimoga,Kagenahalli,577427,India
Karnataka,Shimoga,Kagodu,577401,India
Karnataka,Shimoga,Kallihal,577233,India
Karnataka,Shimoga,Kalmane,577214,India
Karnataka,Shimoga,Kalmane(sagar),577401,India
Karnataka,Shimoga,Kambadahal Hosur,577115,India
Karnataka,Shimoga,Kammachi,577436,India
Karnataka,Shimoga,Kanivebilichi,577231,India
Karnataka,Shimoga,Kanle,577430,India
Karnataka,Shimoga,Kannangi,577226,India
Karnataka,Shimoga,Kappanahalli,577427,India
Karnataka,Shimoga,Kargal Colony,577421,India
Karnataka,Shimoga,Karunapura,577424,India
Karnataka,Shimoga,Kattehakklu,577415,India
Karnataka,Shimoga,Kawalgundi,577229,India
Karnataka,Shimoga,Kawrihaklu,577411,India
Karnataka,Shimoga,Keladi,577401,India
Karnataka,Shimoga,Kenchanala,577426,India
Karnataka,Shimoga,Kendalbailu,577411,India
Karnataka,Shimoga,Kerehalli,577419,India
Karnataka,Shimoga,Keshavapura,577422,India
Karnataka,Shimoga,Khandika,577401,India
Karnataka,Shimoga,Kittadahalli,577427,India
Karnataka,Shimoga,Kodakani,577429,India
Karnataka,Shimoga,Koduru,577418,India
Karnataka,Shimoga,Kogar,577421,India
Karnataka,Shimoga,Kolagi,577433,India
Karnataka,Shimoga,Kommanahalu,577225,India
Karnataka,Shimoga,Konandur,577422,India
Karnataka,Shimoga,Kongavalli,577416,India
Karnataka,Shimoga,Kortikere,577428,India
Karnataka,Shimoga,Kote Gangur,577204,India
Karnataka,Shimoga,Kotethariga,577418,India
Karnataka,Shimoga,Krishnarajendrapete-shimoga,577202,India
Karnataka,Shimoga,Kubatur,577413,India
Karnataka,Shimoga,Kudli,577227,India
Karnataka,Shimoga,Kudligere,577233,India
Karnataka,Shimoga,Kudumallige,577232,India
Karnataka,Shimoga,Kuduvalli,577226,India
Karnataka,Shimoga,Kugve,577401,India
Karnataka,Shimoga,Kukke,577232,India
Karnataka,Shimoga,Kumsi,577423,India
Karnataka,Shimoga,Kunchenahalli,577225,India
Karnataka,Shimoga,Kuppagadde,577429,India
Karnataka,Shimoga,Kuruvalli Ndt,577432,India
Karnataka,Shimoga,Kuskur,577447,India
Karnataka,Shimoga,Linganamakki,577444,India
Karnataka,Shimoga,Madakechilur,577216,India
Karnataka,Shimoga,Madasurlingadahalli,577434,India
Karnataka,Shimoga,Mahishi,577232,India
Karnataka,Shimoga,Makkimane,577415,India
Karnataka,Shimoga,Malalagadde,577434,India
Karnataka,Shimoga,Malali,577425,India
Karnataka,Shimoga,Malalur,577432,India
Karnataka,Shimoga,Malavagoppa,577222,India
Karnataka,Shimoga,Mallapura(sorab),577413,India
Karnataka,Shimoga,Mallenahalli,577450,India
Karnataka,Shimoga,Malur,577232,India
Karnataka,Shimoga,Maluru,577401,India
Karnataka,Shimoga,Malve,577401,India
Karnataka,Shimoga,Manchikoppa,577428,India
Karnataka,Shimoga,Mandagadde,577220,India
Karnataka,Shimoga,Mandaghatta,577211,India
Karnataka,Shimoga,Mandli,577202,India
Karnataka,Shimoga,Marathur,577430,India
Karnataka,Shimoga,Maravalli,577427,India
Karnataka,Shimoga,Marketyard Apmc-shimoga,577204,India
Karnataka,Shimoga,Maruthipura,577412,India
Karnataka,Shimoga,Masthikatte,577448,India
Karnataka,Shimoga,Masur(sagar),577401,India
Karnataka,Shimoga,Mathikai,577452,India
Karnataka,Shimoga,Mathimane,577425,India
Karnataka,Shimoga,Mathur,577203,India
Karnataka,Shimoga,Mattikote,577427,India
Karnataka,Shimoga,Mavali,577429,India
Karnataka,Shimoga,Mavinakere,577245,India
Karnataka,Shimoga,Megaravalli,577424,India
Karnataka,Shimoga,Melige,577415,India
Karnataka,Shimoga,Melinabesige,577418,India
Karnataka,Shimoga,Melinasampalli,577412,India
Karnataka,Shimoga,Moody,577413,India
Karnataka,Shimoga,Muddanahalli,577427,India
Karnataka,Shimoga,Muguru,577413,India
Karnataka,Shimoga,Mumbar,577418,India
Karnataka,Shimoga,Muniyur,577436,India
Karnataka,Shimoga,Mutugoppe,577434,India
Karnataka,Shimoga,Mydolalau,577243,India
Karnataka,Shimoga,Nagara-shimoga,577425,India
Karnataka,Shimoga,Nagarakodige,577418,India
Karnataka,Shimoga,Nagavalli,577421,India
Karnataka,Shimoga,Nagodi,577452,India
Karnataka,Shimoga,Nalur,577424,India
Karnataka,Shimoga,Nanditale,577412,India
Karnataka,Shimoga,Narasapura,577450,India
Karnataka,Shimoga,Navile,577204,India
Karnataka,Shimoga,Neechadi,577431,India
Karnataka,Shimoga,Nelavagilu,577427,India
Karnataka,Shimoga,New Hutha ndt,577302,India
Karnataka,Shimoga,Nidige,577222,India
Karnataka,Shimoga,Nilskal,577425,India
Karnataka,Shimoga,Nisrani,577434,India
Karnataka,Shimoga,Nittur,577452,India
Karnataka,Shimoga,Nonabur,577414,India
Karnataka,Shimoga,Padavagodu,577434,India
Karnataka,Shimoga,Pillanagere,577227,India
Karnataka,Shimoga,Puradalu,577204,India
Karnataka,Shimoga,Purappemane,577417,India
Karnataka,Shimoga,Ravindranagr-shimoga,577201,India
Karnataka,Shimoga,Ripponpet,577426,India
Karnataka,Shimoga,Ryave,577425,India
Karnataka,Shimoga,S.V.p.colony,577435,India
Karnataka,Shimoga,Sagar,577401,India
Karnataka,Shimoga,Sagar Bazar,577401,India
Karnataka,Shimoga,Sagar Market road,577401,India
Karnataka,Shimoga,Sakunavalli,577419,India
Karnataka,Shimoga,Salur,577214,India
Karnataka,Shimoga,Salur(thirthahalli),577414,India
Karnataka,Shimoga,Samanavalli,577413,India
Karnataka,Shimoga,Sanda,577447,India
Karnataka,Shimoga,Sankadahole,577432,India
Karnataka,Shimoga,Santhekadur,577222,India
Karnataka,Shimoga,Sanyasikodamaggi,577243,India
Karnataka,Shimoga,Saru,577422,India
Karnataka,Shimoga,Sasaravalli,577401,India
Karnataka,Shimoga,Seebinakere,577432,India
Karnataka,Shimoga,Settihalli,577227,India
Karnataka,Shimoga,Shedgaru,577415,India
Karnataka,Shimoga,Sheshadripuram Extn,577201,India
Karnataka,Shimoga,Shigga,577434,India
Karnataka,Shimoga,Shikaripur,577427,India
Karnataka,Shimoga,Shikaripura Bazar,577427,India
Karnataka,Shimoga,Shimoga,577201,India
Karnataka,Shimoga,Shimoga Ambedkarnagar,577201,India
Karnataka,Shimoga,Shimoga District office,577201,India
Karnataka,Shimoga,Shimoga Doddapete,577202,India
Karnataka,Shimoga,Shimoga Kote,577202,India
Karnataka,Shimoga,Shimoga Market,577202,India
Karnataka,Shimoga,Shimoga Railway station,577201,India
Karnataka,Shimoga,Shiralakoppa,577428,India
Karnataka,Shimoga,Shiravanthe,577401,India
Karnataka,Shimoga,Siddapura,577301,India
Karnataka,Shimoga,Sidlipura,577227,India
Karnataka,Shimoga,Sindhuvadi,577220,India
Karnataka,Shimoga,Singanabidre,577220,India
Karnataka,Shimoga,Sirigere,577211,India
Karnataka,Shimoga,Siriyur,577229,India
Karnataka,Shimoga,Sirur,577424,India
Karnataka,Shimoga,Sogane,577222,India
Karnataka,Shimoga,Sonale,577418,India
Karnataka,Shimoga,Sorab,577429,India
Karnataka,Shimoga,Sorab Town,577429,India
Karnataka,Shimoga,Suguru,577216,India
Karnataka,Shimoga,Sullali,577401,India
Karnataka,Shimoga,Sunnadahalli,577245,India
Karnataka,Shimoga,Sunnadakoppa,577428,India
Karnataka,Shimoga,Suntikoppa,577401,India
Karnataka,Shimoga,Suragihalli,577427,India
Karnataka,Shimoga,Sydarakallahalli,577243,India
Karnataka,Shimoga,Syduru,577430,India
Karnataka,Shimoga,Tadagalale,577430,India
Karnataka,Shimoga,Tadasanahalli,577428,India
Karnataka,Shimoga,Talagadde,577419,India
Karnataka,Shimoga,Talagunda,577450,India
Karnataka,Shimoga,Talaguppa,577430,India
Karnataka,Shimoga,Talale,577426,India
Karnataka,Shimoga,Talavata,577421,India
Karnataka,Shimoga,Tallur,577413,India
Karnataka,Shimoga,Tattur,577433,India
Karnataka,Shimoga,Tavanandi,577429,India
Karnataka,Shimoga,Telagunda,577419,India
Karnataka,Shimoga,Thagarthi,577431,India
Karnataka,Shimoga,Thallikatte,577227,India
Karnataka,Shimoga,Thenginakoppa,577414,India
Karnataka,Shimoga,Thirthahalli,577432,India
Karnataka,Shimoga,Thirthahalli Town,577432,India
Karnataka,Shimoga,Thirthamathur,577415,India
Karnataka,Shimoga,Thuppur,577423,India
Karnataka,Shimoga,Togarsi,577433,India
Karnataka,Shimoga,Tudur,577226,India
Karnataka,Shimoga,Tumary,577401,India
Karnataka,Shimoga,Udri,577433,India
Karnataka,Shimoga,Udugani,577447,India
Karnataka,Shimoga,Ulavi,577434,India
Karnataka,Shimoga,Ullur,577412,India
Karnataka,Shimoga,Umblebylu,577115,India
Karnataka,Shimoga,Untoorkatte,577424,India
Karnataka,Shimoga,Urgadur,577203,India
Karnataka,Shimoga,Varadamoola,577417,India
Karnataka,Shimoga,Veerannana benavalli,577211,India
Karnataka,Shimoga,Vidyanagar Shimoga,577203,India
Karnataka,Shimoga,Vinobanagar Shimoga,577204,India
Karnataka,Shimoga,Yedehalli,577227,India
Karnataka,Shimoga,Yedjigalamane,577401,India
Karnataka,Shimoga,Yedur,577448,India
Karnataka,Shimoga,Yelagere,577433,India
Karnataka,Shimoga,Yennekoppa,577413,India
Karnataka,Tumkur,A.Venkatapura,572129,India
Karnataka,Tumkur,Achammanahalli,572141,India
Karnataka,Tumkur,Adagur,572216,India
Karnataka,Tumkur,Agrahara,572129,India
Karnataka,Tumkur,Ajjenahalli,572220,India
Karnataka,Tumkur,Alalaghatta,572222,India
Karnataka,Tumkur,Albur,572224,India
Karnataka,Tumkur,Ammanaghatta,572216,India
Karnataka,Tumkur,Ammasandra,572211,India
Karnataka,Tumkur,Amruthur,572111,India
Karnataka,Tumkur,Anekere,572212,India
Karnataka,Tumkur,Ankalakoppa,572213,India
Karnataka,Tumkur,Ankasandra,572117,India
Karnataka,Tumkur,Anupanahalli,572140,India
Karnataka,Tumkur,Arakere,572106,India
Karnataka,Tumkur,Aralaguppe,572212,India
Karnataka,Tumkur,Aralikere,572227,India
Karnataka,Tumkur,Arasapura,572121,India
Karnataka,Tumkur,Arasikere,572116,India
Karnataka,Tumkur,Aregujjanahalli,572140,India
Karnataka,Tumkur,Aremallenahalli,572224,India
Karnataka,Tumkur,Ariyur,572118,India
Karnataka,Tumkur,Attikatte,572225,India
Karnataka,Tumkur,B.K.hally,572136,India
Karnataka,Tumkur,Badakanahalli,572175,India
Karnataka,Tumkur,Badamaranahalli,572113,India
Karnataka,Tumkur,Badavanahalli,572112,India
Karnataka,Tumkur,Bajagur,572224,India
Karnataka,Tumkur,Baluvaneralu,572217,India
Karnataka,Tumkur,Banasandra,572212,India
Karnataka,Tumkur,Bandakunte,572137,India
Karnataka,Tumkur,Bandihalli,572123,India
Karnataka,Tumkur,Baragihally,572119,India
Karnataka,Tumkur,Baragur,572113,India
Karnataka,Tumkur,Barakanalu,572228,India
Karnataka,Tumkur,Barasidlahalli,572214,India
Karnataka,Tumkur,Barline Tumkur,572101,India
Karnataka,Tumkur,Bedathur,572133,India
Karnataka,Tumkur,Beechanahalli,572215,India
Karnataka,Tumkur,Beerasandra,572114,India
Karnataka,Tumkur,Begur,572130,India
Karnataka,Tumkur,Beladhara,572106,India
Karnataka,Tumkur,Belagarahali,572202,India
Karnataka,Tumkur,Belaguli,572228,India
Karnataka,Tumkur,Belagumba,572104,India
Karnataka,Tumkur,Belavatha,572219,India
Karnataka,Tumkur,Bellara,572218,India
Karnataka,Tumkur,Bellavi,572107,India
Karnataka,Tumkur,Benakanakere,572227,India
Karnataka,Tumkur,Bettadahalli,572222,India
Karnataka,Tumkur,Bettahalli,572111,India
Karnataka,Tumkur,Bettahallimutt,572126,India
Karnataka,Tumkur,Bevinahalli,572135,India
Karnataka,Tumkur,Bhaktharahalli,572120,India
Karnataka,Tumkur,Bheemasandra,572107,India
Karnataka,Tumkur,Bhoopasandra,572125,India
Karnataka,Tumkur,Bhyranayakanahalli,572202,India
Karnataka,Tumkur,Bidanagere,572130,India
Karnataka,Tumkur,Bidare,572117,India
Karnataka,Tumkur,Bijavara,572132,India
Karnataka,Tumkur,Bilidevalaya,572130,India
Karnataka,Tumkur,Biligere,572114,India
Karnataka,Tumkur,Bittagondanahalli,572220,India
Karnataka,Tumkur,Bommaladevipura,572121,India
Karnataka,Tumkur,Bommathanahally,561202,India
Karnataka,Tumkur,Brahamasandra,572125,India
Karnataka,Tumkur,Brahmasamudra,572124,India
Karnataka,Tumkur,Brahmasandra,572128,India
Karnataka,Tumkur,Budibetta,561202,India
Karnataka,Tumkur,Bugudanahalli,572107,India
Karnataka,Tumkur,Bukkapatna,572115,India
Karnataka,Tumkur,Byadagere,572219,India
Karnataka,Tumkur,Byalya E.edso,572163,India
Karnataka,Tumkur,Byatha,572140,India
Karnataka,Tumkur,Bydanur,561202,India
Karnataka,Tumkur,C. nandihalli,572117,India
Karnataka,Tumkur,C.Kodigenahalli,572213,India
Karnataka,Tumkur,Chandragiri,572112,India
Karnataka,Tumkur,Chandrashekarapura,572213,India
Karnataka,Tumkur,Channakeshavapura,572116,India
Karnataka,Tumkur,Channanakunte,572137,India
Karnataka,Tumkur,Channenahalli,572107,India
Karnataka,Tumkur,Chelur,572117,India
Karnataka,Tumkur,Chengavara,572135,India
Karnataka,Tumkur,Chengavi,572213,India
Karnataka,Tumkur,Chidambarashrama,572216,India
Karnataka,Tumkur,Chikkabanagere,572113,India
Karnataka,Tumkur,Chikkabidare,572228,India
Karnataka,Tumkur,Chikkadalavatta,572127,India
Karnataka,Tumkur,Chikkahalli,572141,India
Karnataka,Tumkur,Chikkamalur,572175,India
Karnataka,Tumkur,Chikkanahalli,572125,India
Karnataka,Tumkur,Chikkanayakana Halli,572214,India
Karnataka,Tumkur,Chikkasarangi,572118,India
Karnataka,Tumkur,Chikkatottalakere,572128,India
Karnataka,Tumkur,Chikkonahally,572216,India
Karnataka,Tumkur,Chinakavajra,572132,India
Karnataka,Tumkur,Chinnenahally,572133,India
Karnataka,Tumkur,Chirathahalli,572113,India
Karnataka,Tumkur,Chowdanakuppe,572123,India
Karnataka,Tumkur,Chowlakatte,572119,India
Karnataka,Tumkur,Dabbeghatta,572227,India
Karnataka,Tumkur,Dabbegunte,572218,India
Karnataka,Tumkur,Dandinashivara,572215,India
Karnataka,Tumkur,Dasalakunte,572138,India
Karnataka,Tumkur,Dasarahally,572129,India
Karnataka,Tumkur,Dasarighatta,572202,India
Karnataka,Tumkur,Dasihalli,572221,India
Karnataka,Tumkur,Dasudi,572218,India
Karnataka,Tumkur,Dawoodsab Palya,572120,India
Karnataka,Tumkur,Devalapura,572138,India
Karnataka,Tumkur,Devarayanadurga,572140,India
Karnataka,Tumkur,Devarayapatna,572104,India
Karnataka,Tumkur,Dibbur,572106,India
Karnataka,Tumkur,Dodda Agrahara,572125,India
Karnataka,Tumkur,Doddagoraghatta,572220,India
Karnataka,Tumkur,Doddaguni,572211,India
Karnataka,Tumkur,Doddahosahalli,572175,India
Karnataka,Tumkur,Doddakunnala,572219,India
Karnataka,Tumkur,Doddamadure,572142,India
Karnataka,Tumkur,Doddamalligere,572221,India
Karnataka,Tumkur,Doddamalur,572127,India
Karnataka,Tumkur,Doddamavathuru,572130,India
Karnataka,Tumkur,Doddanaravangala,572107,India
Karnataka,Tumkur,Doddasaggere,572129,India
Karnataka,Tumkur,Doddasettikere,572221,India
Karnataka,Tumkur,Doddaveeragondanahalli,572132,India
Karnataka,Tumkur,Doddayennegere,572119,India
Karnataka,Tumkur,Dodderi,572112,India
Karnataka,Tumkur,Dombaranahalli,572215,India
Karnataka,Tumkur,Dommathamari,561202,India
Karnataka,Tumkur,Dugudihalli,572226,India
Karnataka,Tumkur,Dunda,572215,India
Karnataka,Tumkur,Dwaranahalli,572227,India
Karnataka,Tumkur,Dwaranakunte,572113,India
Karnataka,Tumkur,Dyagerahalli,572139,India
Karnataka,Tumkur,Echanur,572202,India
Karnataka,Tumkur,Galaga,572216,India
Karnataka,Tumkur,Galigekere,572222,India
Karnataka,Tumkur,Ganadahunse,572115,India
Karnataka,Tumkur,Ganadhal,572218,India
Karnataka,Tumkur,Gandhinagar Tiptur,572201,India
Karnataka,Tumkur,Gandinagar Tumkur,572102,India
Karnataka,Tumkur,Ganganaghatta,572224,India
Karnataka,Tumkur,Ganjalagunte,572132,India
Karnataka,Tumkur,Garani,572124,India
Karnataka,Tumkur,Godekere,572214,India
Karnataka,Tumkur,Gokula Extn koratagere,572129,India
Karnataka,Tumkur,Gondhihalli,572175,India
Karnataka,Tumkur,Gonitumkur,572227,India
Karnataka,Tumkur,Gopaladeverahalli,572125,India
Karnataka,Tumkur,Gopalapura,572216,India
Karnataka,Tumkur,Goragondanahalli,572201,India
Karnataka,Tumkur,Gowdagere,572139,India
Karnataka,Tumkur,Gowdety,561202,India
Karnataka,Tumkur,Gowripur,572117,India
Karnataka,Tumkur,Gubbi,572216,India
Karnataka,Tumkur,Gubbi Bazar,572216,India
Karnataka,Tumkur,Gubbi Hosahalli,572216,India
Karnataka,Tumkur,Guddenahalli,572227,India
Karnataka,Tumkur,Gudigondanahalli,572217,India
Karnataka,Tumkur,Gujjanadu,572116,India
Karnataka,Tumkur,Guligenehalli,572137,India
Karnataka,Tumkur,Gulur,572118,India
Karnataka,Tumkur,Gummaghatta,561202,India
Karnataka,Tumkur,Gundagal,572127,India
Karnataka,Tumkur,Gundlahalli,561202,India
Karnataka,Tumkur,Gungaramale,572224,India
Karnataka,Tumkur,Gunnagere,572130,India
Karnataka,Tumkur,Gurugadahalli,572202,India
Karnataka,Tumkur,H.V.l.road,572202,India
Karnataka,Tumkur,Hadalagere,572223,India
Karnataka,Tumkur,Hadavanahalli,572211,India
Karnataka,Tumkur,Hagalawadi,572222,India
Karnataka,Tumkur,Halagere,572111,India
Karnataka,Tumkur,Halanur,572107,India
Karnataka,Tumkur,Haldodderi,572128,India
Karnataka,Tumkur,Halenahalli,572125,India
Karnataka,Tumkur,Halepalya,572202,India
Karnataka,Tumkur,Halevoor,572123,India
Karnataka,Tumkur,Halkurike,572202,India
Karnataka,Tumkur,Hanchihalli,572129,India
Karnataka,Tumkur,Handanahalli,572223,India
Karnataka,Tumkur,Handanakere,572119,India
Karnataka,Tumkur,Handikunte,572113,India
Karnataka,Tumkur,Hanumanahalli,572112,India
Karnataka,Tumkur,Hanumanthapura,572133,India
Karnataka,Tumkur,Haradagere,572222,India
Karnataka,Tumkur,Haralur,572104,India
Karnataka,Tumkur,Hebbur,572120,India
Karnataka,Tumkur,Heggere,572215,India
Karnataka,Tumkur,Hemdore,572135,India
Karnataka,Tumkur,Herur,572130,India
Karnataka,Tumkur,Hindiskere,572213,India
Karnataka,Tumkur,Hiredoddavadi,572140,India
Karnataka,Tumkur,Hirehalli.,572168,India
Karnataka,Tumkur,Hodalur,572223,India
Karnataka,Tumkur,Hoisalakatte,572218,India
Karnataka,Tumkur,Holalagunda,572111,India
